,Time,K,N,Learning Rate,Train AUC,Test AUC
377,1.183561151000049,8,8,0.04,0.95169997215271,0.8454999923706055
378,0.8794014720001542,9,8,0.04,0.9523000121116638,0.847100019454956
379,0.8849486150002122,10,8,0.04,0.9563999772071838,0.8496000170707703
380,0.880774787000064,1,9,0.04,0.9505000114440918,0.84579998254776
381,0.8872837439998875,2,9,0.04,0.953000009059906,0.8493000268936157
382,0.8846688989997347,3,9,0.04,0.9487000107765198,0.8458999991416931
383,0.8812616270001854,4,9,0.04,0.9556000232696533,0.8503000140190125
384,0.8778977460001443,5,9,0.04,0.9485999941825867,0.8407999873161316
385,0.8855761350000648,6,9,0.04,0.954800009727478,0.8482000231742859
386,0.874351483999817,7,9,0.04,0.948199987411499,0.8450000286102295
387,0.873543945000165,8,9,0.04,0.9488000273704529,0.8457000255584717
388,0.8688434420000704,9,9,0.04,0.9559999704360962,0.8510000109672546
389,0.8721051099996657,10,9,0.04,0.9484000205993652,0.8445000052452087
390,0.994411929999842,1,10,0.04,0.9502000212669373,0.8460000157356262
391,1.2569643639999413,2,10,0.04,0.954800009727478,0.8501999974250793
392,0.8682813960003841,3,10,0.04,0.9513999819755554,0.8465999960899353
393,1.084717475999696,4,10,0.04,0.9491000175476074,0.8460000157356262
394,0.8747525089997907,5,10,0.04,0.9541000127792358,0.850600004196167
395,1.0114612540000962,6,10,0.04,0.9545000195503235,0.8503000140190125
396,1.2602435690000675,7,10,0.04,0.9506999850273132,0.8456000089645386
397,1.3377380499996434,8,10,0.04,0.9523000121116638,0.8474000096321106
398,1.0561601229996995,9,10,0.04,0.9560999870300293,0.8497999906539917
399,0.884951208000075,10,10,0.04,0.9517999887466431,0.8479999899864197
400,0.8828999739998835,1,1,0.05,0.9656000137329102,0.854200005531311
401,0.8800505180001892,2,1,0.05,0.9666000008583069,0.8539999723434448
402,0.8989958309998656,3,1,0.05,0.9667999744415283,0.8537999987602234
403,0.8742863940001371,4,1,0.05,0.9639999866485596,0.8525999784469604
404,0.8969112929999028,5,1,0.05,0.9603999853134155,0.8481000065803528
405,0.8860596429999532,6,1,0.05,0.9646999835968018,0.8532000184059143
406,0.8854357140003231,7,1,0.05,0.9657999873161316,0.8531000018119812
407,0.8858967850001136,8,1,0.05,0.967199981212616,0.8547999858856201
408,0.8808029800002259,9,1,0.05,0.9598000049591064,0.850600004196167
409,0.8843211600001268,10,1,0.05,0.9664999842643738,0.8549000024795532
410,0.8852385309996862,1,2,0.05,0.9641000032424927,0.8518999814987183
411,1.2647816040002908,2,2,0.05,0.9645000100135803,0.8549000024795532
412,0.8763086899998598,3,2,0.05,0.9632999897003174,0.8517000079154968
413,0.8757469329998457,4,2,0.05,0.9659000039100647,0.8554999828338623
414,0.8833415509998304,5,2,0.05,0.9646999835968018,0.8521999716758728
415,1.2601242450000427,6,2,0.05,0.9678999781608582,0.8543999791145325
416,0.9056867159997637,7,2,0.05,0.9657999873161316,0.8539000153541565
417,0.8918727999998737,8,2,0.05,0.9663000106811523,0.8547000288963318
418,1.2587385040001209,9,2,0.05,0.9660000205039978,0.852400004863739
419,1.058567782999944,10,2,0.05,0.964900016784668,0.8539000153541565
420,0.8840376040002411,1,3,0.05,0.965399980545044,0.8532999753952026
421,0.8863933800002997,2,3,0.05,0.9672999978065491,0.8561999797821045
422,0.8806027259997791,3,3,0.05,0.9645000100135803,0.8511999845504761
423,0.8902014039999813,4,3,0.05,0.9638000130653381,0.8514999747276306
424,0.8726675439997962,5,3,0.05,0.965499997138977,0.8546000123023987
425,0.878142576999835,6,3,0.05,0.9650999903678894,0.8514999747276306
426,0.8711120430002666,7,3,0.05,0.9639999866485596,0.8513000011444092
427,1.0246151460000874,8,3,0.05,0.9656999707221985,0.8525000214576721
428,0.8766678490001141,9,3,0.05,0.9674000144004822,0.8546000123023987
429,1.2646568659997683,10,3,0.05,0.9635999798774719,0.8503999710083008
430,1.1078141490002054,1,4,0.05,0.9646000266075134,0.8535000085830688
431,0.8843396860002031,2,4,0.05,0.9672999978065491,0.8564000129699707
432,0.8858563989997492,3,4,0.05,0.9660000205039978,0.8561999797821045
433,0.9132207479997305,4,4,0.05,0.9610000252723694,0.8497999906539917
434,0.891530892999981,5,4,0.05,0.9690999984741211,0.8561000227928162
435,0.8990927219997502,6,4,0.05,0.9656000137329102,0.8532999753952026
436,0.8895897809998132,7,4,0.05,0.9642999768257141,0.8511000275611877
437,0.8904431340001793,8,4,0.05,0.9646999835968018,0.8521999716758728
438,0.8878583969999454,9,4,0.05,0.9632999897003174,0.8539000153541565
439,0.8821959060001063,10,4,0.05,0.965399980545044,0.8540999889373779
440,0.8842956120001872,1,5,0.05,0.9674000144004822,0.855400025844574
441,0.8922915549997015,2,5,0.05,0.9624999761581421,0.8503999710083008
442,1.2204496679996737,3,5,0.05,0.9649999737739563,0.8518999814987183
443,1.0552832570001556,4,5,0.05,0.967199981212616,0.853600025177002
444,1.2580090420001397,5,5,0.05,0.9659000039100647,0.8549000024795532
445,1.2676854340002137,6,5,0.05,0.9650999903678894,0.8526999950408936
446,1.2623081469996578,7,5,0.05,0.9650999903678894,0.8526999950408936
447,1.2574326760000076,8,5,0.05,0.9682000279426575,0.8561999797821045
448,1.2296645950000311,9,5,0.05,0.9659000039100647,0.8543000221252441
449,1.0573014990000047,10,5,0.05,0.9645000100135803,0.8529999852180481
450,0.8804808959998809,1,6,0.05,0.9675999879837036,0.85589998960495
451,1.227650948000246,2,6,0.05,0.9638000130653381,0.8496000170707703
452,1.2580000900002233,3,6,0.05,0.9661999940872192,0.8539999723434448
453,0.8838462879998588,4,6,0.05,0.9653000235557556,0.8550999760627747
454,0.8800020900002892,5,6,0.05,0.9653000235557556,0.8529000282287598
455,1.2608839859999534,6,6,0.05,0.9670000076293945,0.8543000221252441
456,0.960230177000085,7,6,0.05,0.9663000106811523,0.8511999845504761
457,0.8817310790000192,8,6,0.05,0.9653000235557556,0.8532000184059143
458,0.874816077000105,9,6,0.05,0.9635000228881836,0.8529000282287598
459,0.8852487659996768,10,6,0.05,0.9639999866485596,0.852400004863739
460,0.8708179300001575,1,7,0.05,0.9660999774932861,0.8554999828338623
461,0.8846788810001271,2,7,0.05,0.9623000025749207,0.8525999784469604
462,0.8804204869998102,3,7,0.05,0.96670001745224,0.8547000288963318
463,0.8869553929998801,4,7,0.05,0.9666000008583069,0.8554999828338623
464,0.8923367499996857,5,7,0.05,0.9631999731063843,0.8529000282287598
465,0.8905895469997631,6,7,0.05,0.9645000100135803,0.8543999791145325
466,0.8913095510001767,7,7,0.05,0.9682999849319458,0.8561000227928162
467,0.8901628929997969,8,7,0.05,0.9617000222206116,0.850600004196167
468,0.9794005950002429,9,7,0.05,0.9635000228881836,0.8485999703407288
469,0.910910528000386,10,7,0.05,0.9645000100135803,0.853600025177002
470,0.8853363980001632,1,8,0.05,0.9645000100135803,0.8543000221252441
471,1.0010199049997937,2,8,0.05,0.9639999866485596,0.8531000018119812
472,0.9807343789998413,3,8,0.05,0.96670001745224,0.8543000221252441
473,1.0905560050000531,4,8,0.05,0.9667999744415283,0.8532000184059143
474,1.199800408000101,5,8,0.05,0.9628000259399414,0.849399983882904
475,0.8875778840001658,6,8,0.05,0.9674000144004822,0.8539000153541565
476,0.8887760510001499,7,8,0.05,0.9634000062942505,0.8540999889373779
477,0.8813582939997104,8,8,0.05,0.9668999910354614,0.8546000123023987
478,1.1519296270002997,9,8,0.05,0.9675999879837036,0.8565000295639038
479,0.898936961000345,10,8,0.05,0.9661999940872192,0.8532000184059143
480,0.8999213390002296,1,9,0.05,0.9660999774932861,0.8517000079154968
481,1.1588652969999202,2,9,0.05,0.96670001745224,0.8549000024795532
482,0.9127984790002301,3,9,0.05,0.9660999774932861,0.853600025177002
483,0.99644552799964,4,9,0.05,0.965499997138977,0.8543000221252441
484,0.8937334299998838,5,9,0.05,0.967199981212616,0.8525000214576721
485,0.878465709000011,6,9,0.05,0.9661999940872192,0.8529999852180481
486,1.0233263929999339,7,9,0.05,0.963699996471405,0.8525000214576721
487,0.9175171100000625,8,9,0.05,0.9653000235557556,0.8532000184059143
488,0.9979790170000342,9,9,0.05,0.9678000211715698,0.85589998960495
489,1.2420101259999683,10,9,0.05,0.9648000001907349,0.8525000214576721
490,0.9425070730003426,1,10,0.05,0.965499997138977,0.8554999828338623
491,1.2575097800004187,2,10,0.05,0.967199981212616,0.8547999858856201
492,1.2700758929995573,3,10,0.05,0.9635999798774719,0.8508999943733215
493,1.0375625199999376,4,10,0.05,0.967199981212616,0.852400004863739
494,1.2734671339999295,5,10,0.05,0.968999981880188,0.8564000129699707
495,0.9959335769999598,6,10,0.05,0.9639000296592712,0.8532000184059143
496,0.9130558050001127,7,10,0.05,0.965499997138977,0.8560000061988831
497,0.88216828800023,8,10,0.05,0.9674999713897705,0.8562999963760376
498,1.2904259349998028,9,10,0.05,0.9666000008583069,0.8521999716758728
499,1.402079350999884,10,10,0.05,0.9638000130653381,0.852400004863739
500,0.9319173650001176,1,1,0.060000000000000005,0.974399983882904,0.8547999858856201
501,0.92077321700026,2,1,0.060000000000000005,0.9718000292778015,0.8543000221252441
502,0.8930133959997875,3,1,0.060000000000000005,0.9743000268936157,0.8572999835014343
503,0.9699381079999512,4,1,0.060000000000000005,0.974399983882904,0.8572999835014343
504,1.1412355870002102,5,1,0.060000000000000005,0.972000002861023,0.8550999760627747
505,0.9009676669998044,6,1,0.060000000000000005,0.9718000292778015,0.8503000140190125
506,0.9047981439998694,7,1,0.060000000000000005,0.9724000096321106,0.8543000221252441
507,1.0125178260000212,8,1,0.060000000000000005,0.9740999937057495,0.85589998960495
508,0.9904873089999455,9,1,0.060000000000000005,0.9731000065803528,0.8551999926567078
509,1.2893428540000968,10,1,0.060000000000000005,0.9736999869346619,0.8547000288963318
510,0.9734249479997743,1,2,0.060000000000000005,0.9736999869346619,0.8517000079154968
511,0.8836739990001661,2,2,0.060000000000000005,0.9731000065803528,0.8535000085830688
512,1.017380638999839,3,2,0.060000000000000005,0.9715999960899353,0.854200005531311
513,1.1841961079999237,4,2,0.060000000000000005,0.9742000102996826,0.8547999858856201
514,1.2614531489998626,5,2,0.060000000000000005,0.9729999899864197,0.8555999994277954
515,0.9111810700001115,6,2,0.060000000000000005,0.9747999906539917,0.8551999926567078
516,0.9201245379999818,7,2,0.060000000000000005,0.9739000201225281,0.8529999852180481
517,0.900593471999855,8,2,0.060000000000000005,0.9735999703407288,0.8562999963760376
518,1.011726901000202,9,2,0.060000000000000005,0.9751999974250793,0.8564000129699707
519,1.0599464759998227,10,2,0.060000000000000005,0.9733999967575073,0.8539000153541565
520,1.270243025000127,1,3,0.060000000000000005,0.9733999967575073,0.8553000092506409
521,1.2584636990000035,2,3,0.060000000000000005,0.9746000170707703,0.8543999791145325
522,1.0642350010002701,3,3,0.060000000000000005,0.9746999740600586,0.85589998960495
523,0.9887895950000711,4,3,0.060000000000000005,0.9736999869346619,0.8569999933242798
524,0.8851425370003199,5,3,0.060000000000000005,0.9751999974250793,0.8554999828338623
525,0.904985692000082,6,3,0.060000000000000005,0.9746000170707703,0.8550000190734863
526,1.36896866699999,7,3,0.060000000000000005,0.9739999771118164,0.8572999835014343
527,1.3238232379999317,8,3,0.060000000000000005,0.9747999906539917,0.8557000160217285
528,1.2681201880000117,9,3,0.060000000000000005,0.9742000102996826,0.8560000061988831
529,1.2672596960001101,10,3,0.060000000000000005,0.9704999923706055,0.8525000214576721
530,0.8961534720001509,1,4,0.060000000000000005,0.9739999771118164,0.8551999926567078
531,0.9085093969997615,2,4,0.060000000000000005,0.970300018787384,0.8511000275611877
532,0.9200917600001048,3,4,0.060000000000000005,0.9724000096321106,0.85589998960495
533,0.9305203439998877,4,4,0.060000000000000005,0.9714999794960022,0.8508999943733215
534,0.9065007710000828,5,4,0.060000000000000005,0.9735000133514404,0.8572999835014343
535,0.8948697689997971,6,4,0.060000000000000005,0.9746000170707703,0.8560000061988831
536,1.2996888919997218,7,4,0.060000000000000005,0.9708999991416931,0.8504999876022339
537,1.390897453999969,8,4,0.060000000000000005,0.9746999740600586,0.858299970626831
538,0.9930470399999649,9,4,0.060000000000000005,0.9733999967575073,0.8551999926567078
539,0.9691899630001899,10,4,0.060000000000000005,0.973800003528595,0.8560000061988831
540,0.9558035069999278,1,5,0.060000000000000005,0.974399983882904,0.8526999950408936
541,1.0248862820003524,2,5,0.060000000000000005,0.973800003528595,0.8539000153541565
542,1.3739681959996233,3,5,0.060000000000000005,0.9750000238418579,0.8539000153541565
543,1.0815454749999844,4,5,0.060000000000000005,0.9732999801635742,0.8549000024795532
544,0.9719296809998923,5,5,0.060000000000000005,0.9740999937057495,0.8537999987602234
545,0.9460160429998723,6,5,0.060000000000000005,0.973800003528595,0.8547000288963318
546,0.8977031310000712,7,5,0.060000000000000005,0.9735000133514404,0.8565000295639038
547,0.904597926000406,8,5,0.060000000000000005,0.970300018787384,0.8525000214576721
548,0.8955573489997732,9,5,0.060000000000000005,0.9721999764442444,0.8522999882698059
549,0.9943789769999967,10,5,0.060000000000000005,0.9731000065803528,0.853600025177002
550,0.8756659099999524,1,6,0.060000000000000005,0.9760000109672546,0.8547999858856201
551,0.8901865359998737,2,6,0.060000000000000005,0.9761000275611877,0.8554999828338623
552,1.0121626810000635,3,6,0.060000000000000005,0.9717000126838684,0.8540999889373779
553,0.9140892420000455,4,6,0.060000000000000005,0.972599983215332,0.8565000295639038
554,0.926091513999836,5,6,0.060000000000000005,0.9729999899864197,0.8561000227928162
555,1.033517782999752,6,6,0.060000000000000005,0.972599983215332,0.8529000282287598
556,0.9958026510003037,7,6,0.060000000000000005,0.9729999899864197,0.8511000275611877
557,1.0672327100000985,8,6,0.060000000000000005,0.9735000133514404,0.85589998960495
558,1.329969895999966,9,6,0.060000000000000005,0.97079998254776,0.8503000140190125
559,0.9416579419998925,10,6,0.060000000000000005,0.9721999764442444,0.8549000024795532
560,0.9720547349998014,1,7,0.060000000000000005,0.9739000201225281,0.8561999797821045
561,1.3388963219999823,2,7,0.060000000000000005,0.9739999771118164,0.8532999753952026
562,1.2414317880002272,3,7,0.060000000000000005,0.973800003528595,0.8540999889373779
563,1.0020784379998986,4,7,0.060000000000000005,0.9761999845504761,0.8572999835014343
564,1.3339195790003942,5,7,0.060000000000000005,0.9743000268936157,0.8546000123023987
565,0.9209303530001307,6,7,0.060000000000000005,0.9735000133514404,0.8543000221252441
566,0.9043106239996632,7,7,0.060000000000000005,0.9728000164031982,0.8531000018119812
567,1.2183842379999987,8,7,0.060000000000000005,0.9729999899864197,0.8547000288963318
568,0.9314359869999862,9,7,0.060000000000000005,0.9740999937057495,0.8551999926567078
569,1.0428731209999569,10,7,0.060000000000000005,0.9725000262260437,0.853600025177002
570,0.8939534199998889,1,8,0.060000000000000005,0.9729999899864197,0.8539999723434448
571,1.0724434879998626,2,8,0.060000000000000005,0.9710999727249146,0.8521999716758728
572,0.9924122330003229,3,8,0.060000000000000005,0.9742000102996826,0.8554999828338623
573,0.9819855389996519,4,8,0.060000000000000005,0.9739000201225281,0.8543000221252441
574,0.9643298240002878,5,8,0.060000000000000005,0.972100019454956,0.8500999808311462
575,1.0580768069999067,6,8,0.060000000000000005,0.9726999998092651,0.854200005531311
576,0.9659920699996292,7,8,0.060000000000000005,0.9735999703407288,0.8539000153541565
577,0.9778837580001891,8,8,0.060000000000000005,0.9739000201225281,0.8575000166893005
578,0.8933120090000557,9,8,0.060000000000000005,0.9739000201225281,0.8565999865531921
579,1.2675206879998768,10,8,0.060000000000000005,0.9725000262260437,0.8500999808311462
580,1.2678454019996934,1,9,0.060000000000000005,0.9746999740600586,0.8561999797821045
581,1.0428423549997206,2,9,0.060000000000000005,0.9740999937057495,0.8557999730110168
582,0.891782597999736,3,9,0.060000000000000005,0.9728999733924866,0.8544999957084656
583,1.1685670150000078,4,9,0.060000000000000005,0.972100019454956,0.8536999821662903
584,0.9779169799999181,5,9,0.060000000000000005,0.9729999899864197,0.854200005531311
585,0.9627123259997461,6,9,0.060000000000000005,0.9739999771118164,0.8549000024795532
586,0.9216585020003549,7,9,0.060000000000000005,0.9735999703407288,0.8543999791145325
587,1.0422598180002751,8,9,0.060000000000000005,0.9732999801635742,0.8539000153541565
588,0.9549241969998548,9,9,0.060000000000000005,0.9722999930381775,0.8519999980926514
589,0.934046472999853,10,9,0.060000000000000005,0.9728999733924866,0.8565000295639038
590,0.913994571999865,1,10,0.060000000000000005,0.9726999998092651,0.8547999858856201
591,0.8930283350000536,2,10,0.060000000000000005,0.9732999801635742,0.8532000184059143
592,0.8993004280000605,3,10,0.060000000000000005,0.973800003528595,0.8575000166893005
593,1.3077133789997788,4,10,0.060000000000000005,0.9750999808311462,0.8574000000953674
594,0.8943709080003828,5,10,0.060000000000000005,0.974399983882904,0.8567000031471252
595,0.9961649239999133,6,10,0.060000000000000005,0.973800003528595,0.8560000061988831
596,1.1185160979998727,7,10,0.060000000000000005,0.9746999740600586,0.8547999858856201
597,1.3242552950000572,8,10,0.060000000000000005,0.9732000231742859,0.8554999828338623
598,1.020410517000073,9,10,0.060000000000000005,0.9732999801635742,0.8546000123023987
599,1.191579826999714,10,10,0.060000000000000005,0.9718999862670898,0.853600025177002
600,0.9743122879999646,1,1,0.06999999999999999,0.9772999882698059,0.8513000011444092
601,1.2178251060004186,2,1,0.06999999999999999,0.9804999828338623,0.853600025177002
602,1.0290793220001433,3,1,0.06999999999999999,0.9797000288963318,0.8529999852180481
603,1.140397118999772,4,1,0.06999999999999999,0.9787999987602234,0.8529000282287598
604,1.3040556549999565,5,1,0.06999999999999999,0.9789000153541565,0.8526999950408936
605,1.0988910679998298,6,1,0.06999999999999999,0.9785000085830688,0.8532999753952026
606,1.0220392460000767,7,1,0.06999999999999999,0.9782000184059143,0.8531000018119812
607,0.9813166719995934,8,1,0.06999999999999999,0.9778000116348267,0.8518000245094299
608,0.9177390019999621,9,1,0.06999999999999999,0.9785000085830688,0.8515999913215637
609,1.017475636999734,10,1,0.06999999999999999,0.9779000282287598,0.8532999753952026
610,0.9288877439998942,1,2,0.06999999999999999,0.979200005531311,0.8522999882698059
611,0.9253009909998582,2,2,0.06999999999999999,0.9789000153541565,0.8543000221252441
612,1.0698378490001232,3,2,0.06999999999999999,0.9793999791145325,0.8535000085830688
613,0.9441163760002382,4,2,0.06999999999999999,0.9765999913215637,0.8475000262260437
614,0.9065138060000208,5,2,0.06999999999999999,0.9783999919891357,0.852400004863739
615,0.9168293900002027,6,2,0.06999999999999999,0.9789999723434448,0.8529000282287598
616,1.3556032859996776,7,2,0.06999999999999999,0.979200005531311,0.8536999821662903
617,0.9238967450000928,8,2,0.06999999999999999,0.9797999858856201,0.8535000085830688
618,0.9311821859996599,9,2,0.06999999999999999,0.9772999882698059,0.8525000214576721
619,1.0270353749997412,10,2,0.06999999999999999,0.9775999784469604,0.8514999747276306
620,0.9081334259999494,1,3,0.06999999999999999,0.9789999723434448,0.8544999957084656
621,0.9048070769999867,2,3,0.06999999999999999,0.9794999957084656,0.8529000282287598
622,1.051646886999606,3,3,0.06999999999999999,0.9783999919891357,0.8504999876022339
623,1.0294039199998224,4,3,0.06999999999999999,0.9778000116348267,0.8521999716758728
624,1.0456869720001123,5,3,0.06999999999999999,0.9779000282287598,0.8525000214576721
625,1.1986943979995885,6,3,0.06999999999999999,0.979200005531311,0.8539999723434448
626,1.2922679490002338,7,3,0.06999999999999999,0.9796000123023987,0.8553000092506409
627,1.3053582820002703,8,3,0.06999999999999999,0.9789000153541565,0.8537999987602234
628,0.8884904550000101,9,3,0.06999999999999999,0.9779999852180481,0.8522999882698059
629,0.974779215000126,10,3,0.06999999999999999,0.979200005531311,0.8532999753952026
630,0.9588846060000833,1,4,0.06999999999999999,0.980400025844574,0.8547999858856201
631,1.3091102779999346,2,4,0.06999999999999999,0.9789999723434448,0.8518999814987183
632,1.009652222999648,3,4,0.06999999999999999,0.9797999858856201,0.8515999913215637
633,0.9222340850001274,4,4,0.06999999999999999,0.977400004863739,0.8510000109672546
634,1.281176964000224,5,4,0.06999999999999999,0.9789000153541565,0.8549000024795532
635,1.0815369679999094,6,4,0.06999999999999999,0.9771999716758728,0.8529000282287598
636,0.9171424969999862,7,4,0.06999999999999999,0.9789000153541565,0.8532000184059143
637,0.8949264599996241,8,4,0.06999999999999999,0.9790999889373779,0.8519999980926514
638,0.9884303210001235,9,4,0.06999999999999999,0.9789000153541565,0.8529000282287598
639,1.1575512630001867,10,4,0.06999999999999999,0.9786999821662903,0.8540999889373779
640,1.152002731000266,1,5,0.06999999999999999,0.9782999753952026,0.8533999919891357
641,1.0126964860000953,2,5,0.06999999999999999,0.9793999791145325,0.8533999919891357
642,0.8953200330001891,3,5,0.06999999999999999,0.9787999987602234,0.854200005531311
643,1.3337365209999916,4,5,0.06999999999999999,0.9793999791145325,0.8526999950408936
644,0.9066901779997352,5,5,0.06999999999999999,0.9778000116348267,0.8544999957084656
645,1.1383266819998425,6,5,0.06999999999999999,0.9805999994277954,0.8551999926567078
646,1.3024247240000477,7,5,0.06999999999999999,0.9776999950408936,0.8525999784469604
647,0.907385584000167,8,5,0.06999999999999999,0.9778000116348267,0.8529999852180481
648,0.9259728349998113,9,5,0.06999999999999999,0.9800000190734863,0.8561999797821045
649,1.0222112659998857,10,5,0.06999999999999999,0.9783999919891357,0.8508999943733215
650,1.2893766370002595,1,6,0.06999999999999999,0.9803000092506409,0.8554999828338623
651,0.9918543300000238,2,6,0.06999999999999999,0.9765999913215637,0.8485999703407288
652,0.9221457479998207,3,6,0.06999999999999999,0.9794999957084656,0.8550000190734863
653,0.899870410999938,4,6,0.06999999999999999,0.9779999852180481,0.8514000177383423
654,0.8948506330002601,5,6,0.06999999999999999,0.9787999987602234,0.8525999784469604
655,1.2568103959997643,6,6,0.06999999999999999,0.9803000092506409,0.8547000288963318
656,0.9066280809997807,7,6,0.06999999999999999,0.9782000184059143,0.8517000079154968
657,1.2568986390001555,8,6,0.06999999999999999,0.9790999889373779,0.8539999723434448
658,0.9101039659999515,9,6,0.06999999999999999,0.9789999723434448,0.8539000153541565
659,0.9905515509999532,10,6,0.06999999999999999,0.9796000123023987,0.852400004863739
660,1.1381721920001837,1,7,0.06999999999999999,0.9768999814987183,0.8499000072479248
661,1.015135798999836,2,7,0.06999999999999999,0.9772999882698059,0.8485000133514404
662,1.1009359710001263,3,7,0.06999999999999999,0.9785000085830688,0.8532999753952026
663,1.2676705449998735,4,7,0.06999999999999999,0.9810000061988831,0.8557999730110168
664,0.9048608670000249,5,7,0.06999999999999999,0.978600025177002,0.8531000018119812
665,0.8930346530000861,6,7,0.06999999999999999,0.9799000024795532,0.8550999760627747
666,0.8992018849999113,7,7,0.06999999999999999,0.9779999852180481,0.8537999987602234
667,0.8904039240001111,8,7,0.06999999999999999,0.9796000123023987,0.8555999994277954
668,0.9149339669997971,9,7,0.06999999999999999,0.979200005531311,0.8561999797821045
669,1.0816285129999414,10,7,0.06999999999999999,0.9779999852180481,0.8504999876022339
670,0.9162779309999678,1,8,0.06999999999999999,0.9782000184059143,0.8532999753952026
671,0.9065724600000067,2,8,0.06999999999999999,0.979200005531311,0.8549000024795532
672,1.0384974300000067,3,8,0.06999999999999999,0.9775000214576721,0.8495000004768372
673,0.966486518000238,4,8,0.06999999999999999,0.9793000221252441,0.8539999723434448
674,0.9050144299999374,5,8,0.06999999999999999,0.9782999753952026,0.8518000245094299
675,0.9191507830000774,6,8,0.06999999999999999,0.978600025177002,0.8539000153541565
676,0.9194827579995035,7,8,0.06999999999999999,0.9782000184059143,0.8519999980926514
677,1.079331558999911,8,8,0.06999999999999999,0.9775999784469604,0.8517000079154968
678,1.1002420340000754,9,8,0.06999999999999999,0.9797000288963318,0.8555999994277954
679,0.9353921299998547,10,8,0.06999999999999999,0.9801999926567078,0.8565000295639038
680,1.0160760259996096,1,9,0.06999999999999999,0.9797000288963318,0.8525000214576721
681,0.9122043090001171,2,9,0.06999999999999999,0.9779999852180481,0.8539000153541565
682,0.9104798890002712,3,9,0.06999999999999999,0.9781000018119812,0.8536999821662903
683,1.2557168379998984,4,9,0.06999999999999999,0.9801999926567078,0.8575999736785889
684,0.9867377800001123,5,9,0.06999999999999999,0.9782000184059143,0.8539000153541565
685,0.9939929419997497,6,9,0.06999999999999999,0.9793000221252441,0.8529999852180481
686,0.905539843999577,7,9,0.06999999999999999,0.9779999852180481,0.8522999882698059
687,0.9185753280007702,8,9,0.06999999999999999,0.9787999987602234,0.8547000288963318
688,1.0519808529998045,9,9,0.06999999999999999,0.9787999987602234,0.8543000221252441
689,1.121295387999453,10,9,0.06999999999999999,0.9793999791145325,0.8547000288963318
690,1.268787782999425,1,10,0.06999999999999999,0.979200005531311,0.8540999889373779
691,1.2649415149999186,2,10,0.06999999999999999,0.9779000282287598,0.8522999882698059
692,1.0192779939998218,3,10,0.06999999999999999,0.9793999791145325,0.8519999980926514
693,0.9058449429994653,4,10,0.06999999999999999,0.9796000123023987,0.8564000129699707
694,0.9167041569999128,5,10,0.06999999999999999,0.9787999987602234,0.8539000153541565
695,0.900975704999837,6,10,0.06999999999999999,0.9785000085830688,0.8521000146865845
696,0.9023336820000623,7,10,0.06999999999999999,0.9771000146865845,0.8521000146865845
697,0.9070960640001431,8,10,0.06999999999999999,0.9789000153541565,0.852400004863739
698,0.8864946830008194,9,10,0.06999999999999999,0.9785000085830688,0.8511000275611877
699,0.8781102389993976,10,10,0.06999999999999999,0.9775000214576721,0.8519999980926514
700,0.8907623889999741,1,1,0.08,0.9824000000953674,0.8499000072479248
701,0.9153597260001334,2,1,0.08,0.9812999963760376,0.8489999771118164
702,1.0242922529996576,3,1,0.08,0.9830999970436096,0.8504999876022339
703,0.9117654250003397,4,1,0.08,0.9818999767303467,0.8503000140190125
704,1.0225486259996615,5,1,0.08,0.9817000031471252,0.8501999974250793
705,0.9083700320006756,6,1,0.08,0.9824000000953674,0.8504999876022339
706,0.9211240430004182,7,1,0.08,0.9811999797821045,0.8492000102996826
707,1.2570608179994451,8,1,0.08,0.9822999835014343,0.850600004196167
708,1.2601190400000633,9,1,0.08,0.982200026512146,0.8499000072479248
709,0.9456464200002301,10,1,0.08,0.9818999767303467,0.8500999808311462
710,1.2808883350007818,1,2,0.08,0.9811999797821045,0.8496000170707703
711,0.9376125120006691,2,2,0.08,0.982699990272522,0.8514999747276306
712,0.8998450879998927,3,2,0.08,0.9815999865531921,0.8499000072479248
713,0.8909275469995919,4,2,0.08,0.9812999963760376,0.8482000231742859
714,1.12605326800076,5,2,0.08,0.9821000099182129,0.8521000146865845
715,0.9010538200000155,6,2,0.08,0.982699990272522,0.8501999974250793
716,0.9016862380003658,7,2,0.08,0.9817000031471252,0.8507000207901001
717,0.9269943190001868,8,2,0.08,0.9814000129699707,0.8496999740600586
718,0.9020495830000073,9,2,0.08,0.9815000295639038,0.8475000262260437
719,0.9439109079994523,10,2,0.08,0.9822999835014343,0.8508999943733215
720,0.9838089100003344,1,3,0.08,0.9814000129699707,0.8503000140190125
721,0.8989989410001726,2,3,0.08,0.9815000295639038,0.8513000011444092
722,0.9451585509996221,3,3,0.08,0.9807000160217285,0.8490999937057495
723,0.9404478409996955,4,3,0.08,0.9829999804496765,0.852400004863739
724,1.3661371959997268,5,3,0.08,0.9817000031471252,0.8495000004768372
725,1.0646430130000226,6,3,0.08,0.9825000166893005,0.8517000079154968
726,0.910331301000042,7,3,0.08,0.9814000129699707,0.8489999771118164
727,1.0049367930005246,8,3,0.08,0.9812999963760376,0.8490999937057495
728,1.0070499980001841,9,3,0.08,0.9815000295639038,0.8489000201225281
729,0.9451178159997653,10,3,0.08,0.98089998960495,0.8490999937057495
730,1.2829966649997004,1,4,0.08,0.982200026512146,0.8518000245094299
