,epoch,d_loss,a_loss
0,0,0.6738121509552002,0.6593555808067322
1,1,5.27512264251709,13.49635124206543
2,2,5.918750762939453,6.973775157348427e-08
3,3,11.66869831085205,1.8164877891540527
4,4,1.080374836921692,0.8590404391288757
5,5,0.6777397394180298,0.6785258054733276
6,6,0.6623320579528809,0.7428275346755981
7,7,0.6453632116317749,0.7760231494903564
8,8,0.6237856149673462,0.7911986112594604
9,9,0.7092897295951843,1.1428983211517334
10,10,0.6154646277427673,0.8470362424850464
11,11,0.5585100650787354,1.0480711460113525
12,12,0.5880623459815979,1.0196949243545532
13,13,0.5087850093841553,1.2291921377182007
14,14,0.5073991417884827,0.8685370087623596
15,15,0.5510255098342896,1.53902268409729
16,16,0.4792477488517761,4.7383575439453125
17,17,0.3979617655277252,3.434546947479248
18,18,0.24918386340141296,2.004164218902588
19,19,0.4534173607826233,2.41725492477417
20,20,0.44942009449005127,2.645345687866211
21,21,0.4388175904750824,1.1295465230941772
22,22,0.47709640860557556,2.8217973709106445
23,23,0.47027963399887085,1.118368148803711
24,24,0.40814125537872314,1.6979734897613525
25,25,0.3122864365577698,2.935492515563965
26,26,0.2840610444545746,5.477750778198242
27,27,0.2796448767185211,2.4679298400878906
28,28,0.4614880681037903,1.7417802810668945
29,29,0.3330848813056946,6.010578155517578
30,30,0.5896459817886353,3.057069778442383
31,31,0.7472262382507324,6.206555366516113
32,32,0.6947069764137268,1.1508768796920776
33,33,0.5593865513801575,0.6259604692459106
34,34,0.5400955677032471,0.7300640344619751
35,35,0.5021470189094543,0.9876448512077332
36,36,0.42145949602127075,1.6253652572631836
37,37,0.5242612361907959,1.6720025539398193
38,38,0.45890095829963684,1.7242921590805054
39,39,0.6261264085769653,2.1817047595977783
40,40,0.46074187755584717,0.7927549481391907
41,41,0.7813652753829956,0.7543472051620483
42,42,0.5427839159965515,0.9069958925247192
43,43,0.5847863554954529,1.0208137035369873
44,44,0.5862396955490112,2.6736257076263428
45,45,0.6928671598434448,2.488011360168457
46,46,0.6210628747940063,1.216367483139038
47,47,0.6400662660598755,0.5944955348968506
48,48,0.608349084854126,0.6118478178977966
49,49,0.593685507774353,0.6986690759658813
50,50,0.5755075812339783,0.8435015678405762
51,51,0.5463183522224426,0.8562420010566711
52,52,0.5535415410995483,1.1735222339630127
53,53,0.5314421653747559,0.6183282136917114
